@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.86691,0.33700,p
0.17008,0.55507,p
0.33634,0.09707,p
0.48083,0.68897,n
0.10073,0.09890,p
0.07277,0.85247,p
0.51941,0.28108,n
0.72669,0.42808,n
0.13862,0.48193,p
0.52013,0.38861,n
0.13884,0.42642,n
0.68294,0.68478,n
0.59393,0.82704,p
0.69635,0.97777,p
0.29171,0.53981,p
0.81398,0.45402,n
0.80986,0.79345,n
0.21676,0.50252,p
0.48429,0.36342,n
0.56153,0.45049,n
0.58472,0.71524,n
0.66126,0.39700,n
0.11549,0.89850,p
0.46994,0.19690,p
0.67969,0.65632,n
0.72937,0.54979,n
0.68193,0.62495,n
0.48288,0.63794,n
0.32122,0.03544,p
0.53918,0.45056,n
0.10746,0.80252,p
0.74892,0.41671,n
0.07891,0.16386,p
0.12039,0.61446,p
0.63188,0.66050,n
0.22763,0.89397,p
0.44906,0.38789,n
0.07244,0.68219,p
0.50962,0.09075,n
0.32636,0.94295,p
0.60754,0.45018,n
0.88139,0.91148,n
0.43231,0.85988,p
0.51901,0.30582,p
0.04797,0.35259,p
0.13095,0.47670,p
0.19349,0.92850,p
0.70975,0.57250,n
0.75729,0.54585,n
0.75356,0.47392,n
0.82275,0.40830,n
0.16951,0.32861,p
0.73456,0.55945,n
0.11547,0.07711,p
0.36399,0.93091,n
0.54311,0.27064,n
0.03528,0.15968,p
0.51677,0.70500,n
0.60795,0.71948,n
0.76557,0.67273,n
0.64468,0.33974,n
0.76206,0.66356,n
0.58699,0.89150,p
0.92862,0.50283,p
0.57035,0.88866,p
0.65356,0.65189,n
0.02410,0.42634,p
0.36978,0.84366,p
0.09561,0.28682,p
0.81159,0.48822,n
0.10305,0.81685,p
0.80261,0.79157,n
0.78335,0.32819,p
0.03521,0.64004,p
0.87885,0.27825,p
0.98084,0.52111,n
0.11503,0.45832,p
0.47432,0.26457,p
0.90290,0.94015,p
0.05821,0.97834,p
0.72393,0.65007,n
0.79522,0.51499,n
0.46358,0.69756,n
0.66109,0.24143,p
0.15562,0.73796,p
0.58886,0.28174,p
0.60679,0.66103,n
0.64967,0.96213,n
0.45087,0.73186,p
0.43712,0.36212,n
0.34731,0.74419,p
0.67709,0.26341,n
0.43868,0.63127,n
0.79823,0.62586,n
0.59068,0.14457,n
0.56729,0.65059,n
0.07238,0.39431,p
0.57250,0.10216,p
0.78150,0.29484,n
0.59367,0.57999,p
0.57706,0.57949,p
0.59112,0.40225,n
0.60557,0.53823,n
0.45883,0.11290,p
0.94946,0.80989,p
0.94650,0.39913,p
0.22309,0.42682,p
0.93745,0.12436,p
0.58186,0.46356,n
0.71436,0.41579,n
0.42045,0.55139,n
0.18058,0.95640,p
0.86525,0.69195,p
0.55535,0.49285,n
0.61315,0.58174,n
0.26075,0.83064,p
0.65784,0.41941,n
0.71594,0.36381,n
0.65144,0.56433,n
0.42608,0.73811,p
0.41185,0.08138,p
0.50526,0.19734,p
0.49413,0.41219,n
0.99990,0.66752,p
0.66073,0.13598,p
0.36578,0.95434,p
0.60373,0.84825,p
0.69811,0.27445,n
0.54488,0.75378,p
0.70211,0.36628,n
0.49400,0.33160,n
0.60177,0.60196,n
0.02572,0.87236,p
0.62825,0.59860,p
0.59250,0.70895,n
0.89620,0.70234,p
0.35827,0.33814,n
0.79793,0.40721,n
0.29526,0.66608,p
0.26034,0.09403,p
0.52315,0.54218,n
0.72104,0.36553,n
0.41108,0.69128,p
0.80225,0.24582,n
0.93060,0.09913,p
0.31170,0.47507,p
0.66987,0.54519,n
0.82914,0.10855,n
0.76957,0.88979,p
0.65055,0.44459,n
0.21395,0.93843,n
0.69065,0.01133,p
0.59585,0.53479,p
0.95938,0.07395,p
0.65851,0.25752,n
0.85056,0.08505,p
0.73264,0.59840,n
0.90970,0.50461,p
0.99602,0.30625,n
0.39029,0.29824,p
0.75772,0.44435,n
0.42250,0.17105,p
0.59437,0.21956,p
0.87628,0.22465,p
0.65842,0.56783,p
0.13227,0.86268,p
0.80835,0.41662,n
0.43642,0.38815,n
0.79873,0.45030,n
0.39083,0.52684,n
0.84882,0.59933,n
0.70635,0.12864,p
0.31582,0.14171,p
0.54553,0.60205,n
0.20192,0.33296,p
0.77533,0.34909,n
0.48355,0.47148,p
0.59819,0.81472,p
0.92344,0.18001,p
0.51078,0.42114,n
0.61275,0.53397,n
0.82229,0.72161,p
0.98795,0.10690,p
0.74847,0.94369,p
0.51143,0.97057,p
0.05957,0.52908,p
0.77241,0.80703,n
0.13113,0.02802,p
0.71464,0.51403,n
0.90399,0.59127,n
0.60106,0.59298,n
0.81420,0.75194,n
0.43272,0.53724,n
0.55686,0.17704,p
0.76740,0.57424,n
0.53840,0.99481,p
0.61481,0.25241,n
0.97112,0.00352,p
0.82116,0.77038,p
0.06706,0.71269,n
0.69752,0.33609,n
0.23782,0.58379,p
0.51485,0.50930,n
0.20608,0.76034,p
0.93980,0.55004,n
0.36089,0.94927,p
0.88848,0.75623,n
0.19267,0.62946,p
0.68575,0.67787,n
0.51811,0.78466,p
0.00452,0.30083,p
0.23417,0.34240,p
0.47716,0.27479,p
0.52968,0.75134,p
0.67912,0.61026,n
0.95016,0.60900,n
0.38088,0.75532,p
0.87642,0.93432,p
0.95930,0.25999,n
0.87677,0.74472,n
0.58668,0.87306,p
0.99108,0.13190,p
0.64739,0.71633,n
0.54894,0.59924,n
0.35469,0.08317,p
0.61726,0.32735,n
0.54410,0.11879,p
0.85108,0.37424,n
0.99067,0.63176,n
0.86546,0.64335,n
0.65992,0.49446,n
0.41804,0.45599,n
0.00845,0.49456,p
0.88589,0.77498,n
0.70767,0.40247,n
0.30754,0.87066,p
0.50500,0.42916,n
0.25595,0.31219,p
0.06272,0.21200,p
0.30305,0.11511,p
0.87518,0.78371,n
0.61058,0.53112,n
0.37408,0.03921,p
0.60916,0.52510,n
0.77012,0.83129,p
0.70033,0.13255,p
0.64332,0.70789,p
0.53702,0.42399,n
0.42161,0.51187,n
0.90628,0.62729,p
0.13469,0.13757,p
0.02044,0.80272,p
0.47838,0.96884,p
0.29895,0.36219,p
0.17065,0.98012,p
0.58949,0.62151,n
0.97652,0.68650,n
0.44402,0.40135,n
0.57734,0.20543,p
0.15259,0.72759,p
0.00491,0.19170,p
0.37843,0.85729,p
0.24221,0.10946,p
0.92900,0.33949,n
0.74861,0.51695,n
0.75704,0.69703,p
0.67687,0.61428,n
0.88857,0.24056,n
0.38783,0.69104,p
0.31161,0.08749,p
0.11244,0.16160,p
0.86688,0.56137,p
0.61908,0.36668,n
0.40466,0.58326,n
0.54777,0.52568,n
0.98961,0.73741,p
0.73879,0.00963,p
0.80740,0.72357,p
0.29270,0.36681,p
0.69472,0.85048,p
0.41555,0.63523,p
0.69666,0.85840,p
0.29619,0.37720,p
0.36662,0.85263,p
0.83455,0.35256,n
0.67849,0.54268,n
0.25431,0.48803,p
0.78884,0.94494,p
0.88612,0.31440,p
0.97127,0.71890,n
0.25629,0.35790,p
0.41153,0.44393,n
0.93686,0.58429,n
0.73709,0.27371,p
0.79810,0.72382,n
0.89055,0.46302,n
0.90018,0.46681,n
0.08803,0.90543,p
0.05716,0.41251,p
0.92061,0.72067,p
0.31265,0.09500,p
0.67629,0.95482,p
0.79436,0.25739,p
0.80286,0.87381,p
0.13452,0.33374,p
0.42631,0.42165,n
0.30898,0.22411,p
0.45120,0.61961,p
0.63525,0.23982,p
0.16487,0.60433,p
0.52984,0.60333,n
0.57075,0.67934,n
0.65758,0.59505,n
0.95975,0.42133,n
0.01836,0.90404,p
0.98391,0.86122,n
0.22386,0.15194,p
0.81147,0.54318,p
0.41150,0.14268,p
0.34186,0.46504,n
0.66993,0.55578,n
0.66339,0.60686,n
0.50360,0.61036,n
0.44494,0.40042,n
0.59183,0.32995,n
0.05185,0.36251,p
0.81802,0.74310,n
0.57440,0.63640,n
0.79512,0.99504,p
0.49828,0.53179,p
0.93810,0.66200,n
0.37588,0.63434,p
0.49889,0.07541,p
0.93392,0.43743,p
0.95837,0.52653,p
0.55137,0.97755,p
0.39474,0.39808,n
0.27875,0.17717,p
0.22625,0.89215,p
0.31934,0.00115,p
0.08978,0.86213,p
0.56466,0.72730,n
0.59334,0.33688,n
0.85902,0.38058,p
0.67178,0.42119,n
0.90252,0.40276,n
0.99699,0.46402,n
0.67654,0.49827,n
0.78691,0.53175,n
0.80183,0.38413,n
0.91095,0.25875,n
0.17569,0.44840,p
0.70435,0.41156,p
0.45848,0.41803,p
0.81903,0.33275,n
0.72660,0.74064,n
0.64290,0.15475,p
0.90858,0.42214,n
0.67008,0.19941,p
0.68881,0.33162,n
0.69299,0.45137,n
0.54867,0.50663,n
0.66821,0.75081,p
0.31812,0.88651,p
0.39750,0.37172,p
0.99624,0.22228,p
0.92121,0.65345,n
0.39180,0.22192,n
0.48719,0.67662,p
0.65823,0.31234,n
0.91343,0.73493,p
0.67161,0.52426,n
0.09998,0.91419,p
0.20462,0.90620,p
0.73566,0.43333,p
0.61546,0.65857,n
0.66591,0.31268,n
0.73867,0.17926,p
0.54950,0.58895,p
0.20348,0.23021,p
0.02023,0.48571,n
0.44431,0.42052,p
0.83305,0.26762,p
0.77814,0.77172,p
0.80261,0.41723,n
0.13916,0.74514,p
0.74065,0.84077,p
0.75147,0.42834,n
0.21058,0.88584,n
0.14251,0.04286,p
0.03192,0.53772,p
0.68424,0.62556,n
0.92893,0.46344,n
0.13199,0.53017,p
0.24002,0.03088,p
0.71670,0.23481,n
0.80569,0.10399,p
0.30306,0.45992,p
0.40258,0.92847,p
0.63368,0.69605,n
0.47848,0.79674,p
0.74799,0.65782,n
0.54456,0.56901,n
0.03331,0.09329,p
0.28071,0.54647,p
0.91083,0.73438,n
0.70137,0.47276,n
0.16469,0.00457,p
0.84117,0.76251,n
0.58151,0.21287,p
0.84818,0.72573,n
0.82724,0.58201,n
0.43515,0.32402,n
0.58958,0.66933,n
0.75641,0.55517,n
0.68095,0.41762,n
0.73390,0.25781,p
0.44162,0.46281,p
0.83793,0.34984,n
0.83452,0.63887,p
0.42499,0.89775,p
0.56897,0.68663,n
0.53054,0.81066,p
0.78846,0.31610,n
0.65457,0.51239,n
0.43026,0.97063,p
0.49432,0.14911,p
0.41065,0.20432,p
0.07019,0.22739,p
0.19293,0.43949,p
0.49024,0.91219,p
0.97820,0.23170,p
0.10253,0.85086,p
0.70188,0.24871,p
0.30673,0.40813,p
0.79394,0.57468,n
0.74847,0.53023,n
0.90586,0.55174,n
0.05388,0.92967,p
0.54364,0.92194,p
0.17912,0.37936,p
0.74306,0.65862,n
0.21220,0.91173,p
0.67666,0.44197,n
0.68999,0.61950,n
0.04600,0.66333,p
0.64706,0.47140,n
0.69407,0.63279,n
0.74319,0.50394,n
0.80501,0.76309,n
0.66876,0.51405,n
0.74906,0.75135,p
0.32386,0.71069,p
0.97382,0.05758,p
0.17705,0.39569,p
0.71438,0.62252,n
0.82504,0.79960,p
0.22435,0.35223,p
0.57554,0.65578,n
0.36178,0.02441,p
0.67207,0.37634,n
0.85078,0.39361,p
0.64318,0.29486,n
0.71367,0.01276,p
0.18204,0.40509,p
0.85570,0.26684,n
0.88107,0.78554,n
0.65054,0.40165,n
0.70465,0.21817,n
0.20380,0.19847,p
0.02636,0.70837,p
0.79204,0.02697,n
0.16708,0.71199,p
0.64443,0.47121,n
0.12093,0.87686,p
0.94525,0.34780,n
0.07048,0.08499,p
0.81374,0.47506,n
0.76415,0.22372,n
0.96511,0.49216,n
0.56998,0.41426,p
0.70660,0.68859,n
0.85674,0.79968,n
0.55272,0.87222,p
0.71789,0.31470,n
0.38267,0.48934,n
0.73527,0.71220,n
0.58337,0.97058,p
0.91060,0.54935,n
0.56534,0.67275,n
0.10881,0.70159,p
0.13007,0.90344,p
0.91385,0.24750,n
0.43217,0.03641,p
0.46655,0.50281,n
0.76084,0.37009,n
0.03767,0.87042,p
0.91827,0.83306,p
0.84189,0.46282,n
0.30718,0.54769,p
0.62099,0.31647,n
0.70219,0.35605,p
0.64238,0.39306,n
0.04864,0.82601,p
0.26030,0.93830,p
0.64770,0.25688,n
0.60137,0.39908,n
0.81113,0.39624,n
0.65125,0.59964,n
0.60501,0.33397,n
0.67237,0.59755,n
0.07947,0.33612,p
0.03902,0.49968,p
0.32414,0.48783,p
0.65383,0.51528,n
0.40646,0.60006,n
0.37965,0.33487,p
0.93765,0.53768,p
0.27086,0.03696,p
0.38483,0.02601,p
0.25798,0.91714,p
0.30181,0.97339,p
0.03709,0.20387,p
0.49779,0.07153,p
0.28285,0.56762,p
0.48540,0.50112,n
0.68867,0.34018,n
0.65329,0.17463,p
0.25229,0.66607,p
0.99789,0.74532,p
0.52065,0.17464,p
0.29870,0.48608,p
0.73255,0.12914,p
0.73277,0.39432,n
0.45143,0.55359,n
0.50833,0.69792,n
0.57316,0.41725,n
0.80212,0.44893,n
0.41828,0.54506,n
0.25957,0.59510,p
0.86567,0.54758,p
0.37474,0.47143,n
0.45573,0.49813,n
0.62217,0.22829,p
0.06628,0.64742,p
0.55048,0.29538,p
0.24448,0.11107,n
0.06042,0.17386,p
0.96172,0.07251,p
0.61457,0.68265,p
0.80908,0.67681,p
0.99123,0.22202,p
0.29472,0.33525,p
0.49165,0.47171,n
0.29942,0.45391,p
0.72508,0.67331,n
0.29194,0.76348,p
0.45089,0.34156,n
0.26955,0.71959,p
0.46848,0.41981,p
0.14186,0.81026,p
0.69043,0.72947,n
0.83596,0.98591,p
0.40465,0.46284,n
0.57621,0.40771,n
0.64596,0.71458,n
0.44620,0.64021,n
0.27675,0.58835,p
0.78847,0.25493,p
0.51959,0.70467,n
0.31939,0.31795,p
0.71105,0.35736,n
0.21617,0.56403,p
0.79949,0.60917,p
0.42184,0.27705,p
0.31922,0.89454,p
0.21753,0.72635,p
0.63962,0.64908,n
0.19879,0.93916,p
0.11567,0.53368,p
0.48545,0.45484,n
0.60742,0.65748,p
0.55564,0.46827,n
0.87061,0.49563,p
0.68309,0.69288,n
0.68426,0.38677,n
0.11782,0.90461,p
0.54737,0.81987,p
0.05248,0.92975,p
0.34174,0.35581,p
0.85764,0.51179,n
0.70832,0.48980,n
0.93573,0.45531,p
0.38887,0.41451,n
0.83161,0.41536,p
0.33845,0.03883,n
0.60786,0.72178,n
0.50366,0.71267,n
0.39043,0.54933,p
0.89428,0.85648,p
0.65346,0.37646,n
0.50297,0.82013,p
0.31035,0.79422,p
0.55917,0.46737,n
0.02225,0.77143,p
0.72105,0.64427,n
0.92447,0.36236,p
0.25370,0.95276,p
0.51318,0.48455,n
0.53486,0.52492,n
0.70664,0.97955,p
0.98141,0.01702,p
0.47028,0.08929,p
0.90337,0.42716,n
0.37515,0.87079,p
0.77863,0.54917,n
0.26355,0.25709,p
0.15279,0.09143,p
0.85101,0.86171,p
0.45610,0.54456,n
0.38391,0.86459,p
0.19926,0.75258,p
0.05795,0.13667,p
0.95493,0.33992,n
0.94907,0.30136,p
0.47797,0.46487,p
0.52334,0.31376,n
0.70409,0.85938,p
0.84782,0.48136,n
0.58850,0.37780,n
0.72935,0.90998,p
0.82418,0.59448,n
0.36974,0.47204,n
0.79079,0.36156,n
0.88963,0.63725,p
0.32504,0.06312,p
0.08201,0.13899,p
0.50547,0.00644,p
0.84306,0.55695,n
0.19067,0.70215,p
0.49290,0.27799,n
0.63408,0.42036,n
0.52387,0.64435,n
0.63988,0.94850,p
0.72621,0.00581,p
0.73173,0.67295,n
0.83732,0.04294,p
0.61047,0.49576,n
0.41455,0.36670,n
0.11731,0.93940,p
0.64716,0.82380,p
0.52597,0.28888,n
0.90216,0.96858,p
0.70155,0.75725,p
0.54059,0.63231,n
0.74589,0.54598,n
0.95898,0.06514,p
0.07413,0.22429,p
0.96592,0.99222,n
0.72185,0.40956,p
0.31437,0.84299,p
0.60071,0.72152,n
0.53817,0.53812,p
0.22948,0.88703,p
0.63325,0.12656,p
0.10450,0.16713,p
0.56767,0.54315,n
0.78664,0.66497,n
0.60834,0.26472,n
0.30489,0.24814,p
0.60228,0.73910,n
0.81483,0.37989,n
0.52348,0.70324,n
0.40708,0.64324,n
0.76132,0.13394,p
0.61987,0.08190,p
0.66396,0.37179,n
0.07808,0.00049,p
0.69965,0.32592,n
0.58040,0.50612,n
0.64292,0.71899,n
0.56877,0.68150,n
0.78279,0.60927,n
0.56591,0.62114,n
0.66932,0.59420,n
0.65117,0.75006,p
0.81820,0.28587,p
0.70021,0.56037,n
0.79575,0.54432,n
0.62254,0.35857,n
0.77418,0.67119,n
0.85847,0.54455,p
0.55276,0.61119,n
0.77176,0.55948,n
0.45758,0.68394,p
0.92096,0.99973,p
0.90900,0.15308,n
0.78507,0.82456,p
0.12104,0.34212,p
0.24835,0.41030,p
0.85815,0.13934,p
0.16013,0.84302,n
0.67430,0.21996,p
0.59919,0.43197,n
0.79456,0.63152,n
0.80938,0.31540,p
0.65288,0.20074,p
0.78773,0.63498,p
0.04806,0.34996,p
0.22738,0.26077,p
0.59826,0.42186,n
0.45019,0.50313,n
0.34404,0.19391,n
0.64841,0.38623,n
0.51526,0.48092,n
0.56485,0.62691,n
0.38073,0.22362,p
0.47312,0.24132,n
0.60929,0.43520,n
0.49252,0.15159,p
0.59253,0.71838,n
0.15974,0.18789,n
0.74864,0.08979,p
0.25925,0.32367,n
0.83695,0.28869,p
0.81576,0.34862,p
0.76562,0.52351,n
0.97541,0.61757,p
0.47459,0.35958,p
0.71635,0.91526,p
0.01554,0.35208,p
0.72678,0.52993,n
0.43235,0.39222,p
0.07228,0.56875,p
0.11342,0.85867,p
0.06845,0.55904,p
0.58913,0.34880,n
0.48406,0.34824,n
0.16580,0.80568,p
0.74398,0.48637,n
0.46743,0.45662,n
0.38375,0.54193,n
0.26244,0.47898,p
0.27128,0.34186,n
0.77001,0.13357,p
0.74911,0.62441,p
0.62254,0.89402,p
0.76054,0.99608,p
0.87629,0.47705,p
0.76171,0.97111,p
0.45556,0.66251,n
0.42814,0.44083,n
0.61518,0.53120,n
0.52532,0.37968,n
0.08799,0.76589,p
0.98048,0.68491,p
0.98836,0.94212,p
0.25713,0.22955,p
0.72154,0.14076,p
0.87038,0.95326,p
0.83143,0.53577,n
0.74960,0.52706,n
0.99790,0.81424,p
0.72163,0.56424,n
0.86937,0.31652,p
0.91904,0.72429,p
0.63907,0.55368,n
0.53902,0.69753,p
0.60085,0.49634,n
0.59645,0.66983,n
0.10472,0.66510,p
0.29439,0.80584,p
0.87653,0.76942,p
0.28573,0.57149,p
0.66323,0.08784,p
0.95227,0.79555,p
0.44011,0.51324,p
0.41652,0.53163,n
0.59220,0.62893,n
0.38986,0.46520,n
0.41359,0.64509,n
0.75797,0.63277,n
0.69782,0.30811,n
0.24779,0.11662,p
0.77019,0.29761,p
0.57707,0.62485,n
0.26781,0.80786,p
0.66727,0.79914,p
0.43008,0.84186,p
0.59453,0.83235,p
0.27420,0.52266,n
0.37572,0.09271,p
0.35330,0.52867,n
0.20745,0.84391,p
0.42539,0.41527,n
0.83223,0.56864,n
0.49076,0.40606,p
0.80173,0.05380,p
0.42648,0.53260,n
0.84539,0.21334,p
0.52754,0.62272,n
0.52366,0.73229,n
0.68935,0.29517,n
0.63584,0.45598,n
0.59070,0.11931,p
0.48982,0.36691,n
0.75209,0.32388,n
0.88072,0.94071,p
0.64667,0.40428,n
0.68160,0.42010,n
0.38024,0.43105,p
0.90621,0.63717,p
0.96478,0.91517,p
0.58231,0.45746,n
0.61820,0.49284,n
0.64194,0.71848,n
0.58782,0.59451,n
0.75715,0.55990,p
0.45686,0.69378,n
0.55985,0.73238,n
0.40445,0.77261,p
0.49761,0.59535,n
0.45378,0.38918,n
0.01575,0.25811,n
0.48835,0.83315,p
0.75082,0.55295,p
0.53587,0.17978,p
0.89963,0.83292,p
0.17595,0.73200,p
0.41178,0.74393,p
0.17521,0.58920,p
0.35454,0.51952,n
0.08273,0.15407,p
0.30284,0.78210,p
0.36676,0.56863,n
0.79895,0.53876,n
0.32960,0.91461,p
0.49049,0.34629,n
0.04554,0.55517,p
0.47874,0.09570,n
0.39376,0.63611,n
0.93855,0.67617,p
0.34701,0.46231,p
0.81771,0.42199,n
0.82264,0.52961,n
0.04978,0.33894,n
0.58220,0.38674,n
0.68550,0.63764,n
0.44745,0.55527,n
0.19680,0.13859,p
0.65216,0.48893,p
0.58937,0.32353,n
0.86173,0.89358,p
0.67419,0.69457,n
0.18450,0.94462,p
0.38113,0.85676,p
0.43727,0.99007,p
0.57064,0.38979,n
0.84720,0.33531,p
0.34517,0.75443,p
0.47961,0.99721,p
0.07736,0.37285,p
0.56117,0.40906,n
0.78277,0.67228,p
0.33158,0.66627,p
0.31335,0.93983,p
0.79177,0.61258,n
0.85406,0.46749,p
0.15188,0.83635,p
0.81709,0.06461,p
0.43928,0.50660,n
0.59159,0.03164,p
0.80768,0.35328,n
0.58659,0.31022,n
0.84851,0.40298,p
0.45938,0.29967,n
0.72409,0.08177,p
0.46888,0.47831,n
0.43510,0.45241,n
0.73329,0.29554,n
0.42086,0.42907,n
0.11347,0.66722,p
0.57448,0.27504,n
0.52977,0.40128,n
0.07514,0.49234,p
0.79388,0.62370,n
0.16537,0.28044,p
0.06224,0.07325,p
0.28464,0.82653,p
0.06537,0.85315,p
0.52190,0.49114,n
0.51158,0.59862,n
0.65977,0.62065,p
0.37104,0.22970,n
0.19983,0.20862,p
0.11482,0.88836,p
0.70841,0.99134,p
0.21979,0.16040,p
0.12025,0.88402,p
0.71354,0.49618,n
0.65444,0.64264,n
0.28277,0.70316,n
0.36376,0.10299,p
0.80051,0.79154,p
0.22014,0.25680,n
0.60330,0.20104,n
0.53815,0.62601,p
0.61922,0.34312,p
0.58983,0.48510,n
0.66689,0.84802,p
0.41012,0.32251,p
0.43915,0.50319,n
0.06306,0.03877,p
0.25611,0.63695,p
0.58843,0.21568,n
0.65670,0.22545,p
0.59759,0.04534,p
0.26090,0.45159,n
0.72617,0.35857,n
0.80770,0.52645,n
0.44620,0.03726,p
0.60621,0.63534,n
0.71787,0.95776,p
0.25871,0.33931,p
0.61286,0.40329,n
0.21112,0.95308,p
0.51047,0.55483,n
0.80088,0.76170,p
0.58928,0.34582,n
0.38204,0.04027,p
0.80105,0.46605,n
0.59024,0.42533,n
0.58598,0.06711,p
0.16623,0.54655,p
0.41416,0.43804,n
0.83877,0.17778,p
0.54795,0.36781,n
0.46308,0.64481,n
0.37368,0.47153,n
0.80158,0.31727,p
0.28206,0.09256,n
0.75466,0.57295,n
0.52278,0.00343,p
0.36395,0.67362,p
0.98095,0.81310,p
0.46837,0.53491,n
0.47818,0.28890,n
0.71133,0.48467,n
0.95702,0.41401,p
0.71749,0.64955,n
0.10564,0.97626,p
0.74785,0.38338,n
0.58555,0.34381,n
0.42163,0.45482,n
0.81453,0.38320,n
0.55034,0.59233,n
0.16499,0.82093,p
0.41147,0.49724,n
0.65624,0.37518,n
0.64958,0.53122,n
0.40719,0.91776,p
0.61682,0.27069,n
0.38532,0.37209,n
0.35814,0.49223,n
0.24788,0.03931,p
0.35386,0.11979,p
0.29253,0.70620,p
0.06260,0.44154,p
0.84470,0.03136,p
0.22473,0.19248,n
0.82534,0.47220,n
0.58843,0.14323,p
0.01569,0.25465,p
0.40425,0.58471,p
0.62268,0.36202,n
0.82630,0.20095,p
0.83987,0.52421,n
0.53466,0.15657,p
0.99912,0.32503,p
0.28064,0.87881,n
0.21360,0.94898,p
0.77103,0.38139,n
0.46025,0.04043,p
0.87711,0.22204,p
0.35583,0.05667,p
0.63511,0.33544,n
0.38728,0.70912,p
0.67594,0.65350,n
0.18856,0.65212,p
0.55347,0.25967,n
0.87830,0.68977,p
0.24298,0.76769,p
0.51775,0.67879,n
0.62239,0.38448,n
0.21026,0.22440,p
0.67285,0.34003,p
0.62901,0.88419,p
0.57671,0.78922,p
0.82063,0.91172,n
0.50760,0.60540,n
0.69879,0.93284,p
0.63202,0.29891,p
0.57583,0.30822,n
0.55273,0.48594,n
0.65448,0.44376,n
0.27056,0.58881,p
0.12424,0.46726,p
0.31104,0.56031,p
0.67046,0.26589,n
0.76664,0.53204,n
0.63528,0.36068,n
0.99858,0.12928,p
0.81746,0.57628,p
0.53643,0.31494,p
0.03937,0.45825,p
0.68952,0.72496,n
0.25811,0.16487,p
0.77566,0.55104,n
0.11213,0.80142,p
0.47088,0.72488,p
0.16607,0.41201,p
0.49314,0.94088,p
0.15305,0.19011,n
0.45006,0.53476,n
0.58575,0.31502,n
0.82317,0.61696,p
0.72628,0.62562,n
0.44041,0.33509,n
0.70768,0.21875,p
0.45117,0.41293,n
0.20317,0.63959,p
0.45930,0.04826,p
0.67722,0.73014,p
0.77741,0.05784,p
0.18676,0.95793,p
0.17380,0.58260,p
0.59337,0.44867,n
0.44468,0.71045,p
0.45027,0.57821,n
0.53162,0.99369,p
0.09173,0.73368,p
0.41038,0.87540,p
0.55658,0.10932,p
0.49679,0.39017,n
0.63320,0.70353,n
0.72963,0.20476,p
0.38837,0.48502,n
0.87713,0.59807,p
0.63427,0.41857,n
0.40860,0.00165,p
0.46624,0.65936,n
0.50933,0.60677,n
0.96588,0.06046,p
0.86517,0.69976,p
0.72040,0.12452,p
0.55733,0.50615,n
0.19187,0.85792,n
0.71970,0.61675,n
0.17510,0.16568,p
0.40120,0.51349,n
0.96010,0.30563,p
0.60948,0.44816,n
0.36431,0.52694,n
0.61406,0.18446,p
0.73531,0.07655,p
0.74661,0.63676,n
0.76891,0.39420,n
0.31114,0.81898,p
0.76609,0.32353,n
0.56927,0.52143,n
0.58857,0.25554,n
0.43395,0.51021,n
0.45490,0.19420,p
0.74248,0.48496,n
0.43437,0.43465,n
0.35765,0.50769,n
0.00355,0.48431,p
0.61807,0.73211,n
0.73641,0.38967,n
0.26421,0.39694,p
0.85029,0.78562,p
0.37565,0.27957,p
0.58016,0.45125,n
0.05324,0.78039,p
0.38212,0.43409,n
0.29454,0.96050,p
0.15436,0.17370,p
0.42423,0.69034,p
0.85406,0.42569,p
0.50941,0.34785,n
0.64658,0.16712,p
0.56407,0.22446,p
0.53890,0.38885,n
0.48362,0.59525,n
0.86788,0.33901,p
0.58560,0.45754,n
0.38137,0.69736,p
0.67937,0.09057,p
0.01770,0.70392,p
0.69010,0.84537,p
0.29499,0.76829,p
0.49698,0.40493,n
0.72321,0.39840,n
0.79813,0.55912,n
0.48733,0.05613,p
0.46715,0.83328,p
0.68494,0.67058,n
0.14863,0.59838,p
0.77133,0.51439,n
0.94970,0.24000,p
0.50002,0.45410,n
0.52472,0.37779,n
0.44953,0.32363,n
0.81469,0.22739,p
0.76857,0.59791,n
0.42437,0.49692,p
0.60555,0.18856,p
0.54693,0.27884,n
0.86945,0.96128,p
0.74177,0.29093,p
0.56177,0.30584,n
0.44383,0.67775,n
0.45859,0.36903,n
0.65006,0.10726,n
0.67246,0.52130,n
0.75524,0.44592,p
0.41843,0.46187,n
0.14666,0.66006,n
0.57434,0.03814,p
0.05690,0.25866,n
0.62064,0.60134,p
0.62267,0.42695,n
0.27990,0.72686,p
0.02500,0.98059,p
0.29941,0.07989,p
0.65159,0.65874,n
0.23217,0.17700,p
0.52138,0.65423,n
0.49112,0.34074,n
0.83166,0.84243,p
0.86053,0.22801,p
0.89588,0.83498,p
0.50486,0.56393,n
0.43348,0.54275,n
0.66599,0.32592,n
0.67831,0.49447,n
0.20381,0.16301,p
0.95436,0.90051,n
0.51588,0.43081,n
0.32653,0.86772,p
0.68031,0.73497,n
0.87780,0.85539,n
0.71357,0.63789,n
0.81988,0.45642,p
0.42635,0.45860,n
0.72999,0.71017,n
0.22150,0.81128,p
0.76053,0.46598,n
0.79560,0.62653,n
0.42343,0.54533,n
0.82745,0.54025,n
0.83323,0.48630,n
0.29116,0.93841,n
