@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.178,0.364,p
0.831,0.357,n
0.749,0.989,n
0.538,0.488,p
0.244,0.852,p
0.992,0.042,n
0.476,0.833,p
0.279,0.656,p
0.810,0.830,p
0.546,0.407,n
0.842,0.822,p
0.929,0.422,n
0.703,0.459,n
0.183,0.634,p
0.888,0.676,n
0.862,0.349,n
0.958,0.286,n
0.647,0.693,p
0.261,0.408,p
0.068,0.881,p
0.077,0.457,p
0.895,0.256,n
0.411,0.869,n
0.871,0.170,n
0.485,0.170,n
0.984,0.724,n
0.958,0.101,n
0.672,0.771,p
0.461,0.397,n
0.337,0.271,n
0.635,0.774,p
0.319,0.194,n
0.230,0.645,n
0.067,0.750,p
0.455,0.179,n
0.822,0.005,p
0.839,0.379,n
0.863,0.358,n
0.527,0.763,p
0.667,0.125,n
0.987,0.637,n
0.625,0.030,p
0.793,0.362,n
0.614,0.431,n
0.206,1.000,n
0.642,0.008,n
0.272,0.073,p
0.937,0.072,n
0.379,0.952,p
0.623,0.200,n
0.002,0.769,n
0.774,0.199,n
0.722,0.328,p
0.022,0.079,p
0.646,0.981,p
0.799,0.136,n
0.264,0.648,p
0.476,0.305,n
0.083,0.845,p
0.225,0.071,n
0.315,0.685,p
0.258,0.099,n
0.993,0.192,n
0.416,0.158,n
0.957,0.797,n
0.582,0.970,p
0.599,0.295,n
0.278,0.257,n
0.668,0.404,n
0.253,0.176,n
0.156,0.308,p
0.696,0.123,n
0.035,0.537,p
0.374,0.892,p
0.363,0.435,p
0.909,0.450,n
0.134,0.639,p
0.681,0.016,n
0.860,0.739,n
0.832,0.926,p
0.094,0.753,p
0.893,0.269,n
0.955,0.520,n
0.817,0.248,p
0.622,0.624,p
0.267,0.031,n
0.658,0.482,n
0.118,0.202,p
0.907,0.021,n
0.091,0.990,p
0.184,0.374,p
0.702,0.120,n
0.702,0.193,n
0.820,0.246,n
0.004,0.360,p
0.594,0.764,p
0.275,0.854,p
0.970,0.812,n
0.666,0.922,p
0.964,0.472,n
0.914,0.256,p
0.327,0.383,p
0.660,0.247,n
0.125,0.068,n
0.820,0.497,n
0.756,0.629,n
0.342,0.889,p
0.606,0.857,p
0.669,0.949,p
0.699,0.337,n
0.616,0.919,p
0.965,0.944,p
0.506,0.808,p
0.429,0.220,n
0.248,0.887,p
0.342,0.237,p
0.791,0.021,n
0.598,0.148,n
0.698,0.814,p
0.588,0.662,p
0.153,0.966,p
0.526,0.909,n
0.052,0.144,p
0.977,0.114,n
0.397,0.096,n
0.892,0.749,n
0.773,0.433,n
0.449,0.669,p
0.922,0.097,n
0.925,0.718,n
0.336,0.015,p
0.275,0.606,p
0.444,0.770,p
0.532,0.918,p
0.353,0.189,n
0.756,0.026,n
0.381,0.045,n
0.772,0.718,p
0.712,0.312,n
0.084,0.239,p
0.911,0.247,n
0.606,0.105,n
0.836,0.246,n
0.017,0.292,p
0.690,0.480,n
0.254,0.142,n
0.811,0.716,n
0.779,0.570,n
0.657,0.637,p
0.221,0.716,p
0.340,0.924,p
0.485,0.693,p
0.749,0.959,p
0.060,0.795,p
0.712,0.350,p
0.017,0.655,p
0.504,0.295,n
0.630,0.846,p
0.971,0.990,p
0.390,0.636,p
0.990,0.308,n
0.714,0.085,n
0.422,0.083,n
0.794,0.450,n
0.352,0.863,p
0.191,0.806,p
0.083,0.085,p
0.441,0.319,n
0.918,0.203,n
0.245,0.086,n
0.542,0.844,p
0.852,0.414,n
0.609,0.453,n
0.860,0.356,p
0.358,0.231,n
0.317,0.128,n
0.246,0.831,p
0.452,0.549,p
0.482,0.012,n
0.469,0.465,p
0.578,0.431,n
0.833,0.567,n
0.741,0.268,n
0.315,0.690,p
0.589,0.862,p
0.568,0.024,n
0.892,0.819,p
0.634,0.210,n
0.750,0.178,n
0.377,0.573,p
0.308,0.498,p
0.962,0.654,n
0.177,0.118,n
0.905,0.391,n
0.455,0.913,p
0.411,0.721,p
0.990,0.331,n
0.585,0.457,n
0.591,0.650,p
0.909,0.067,n
0.167,0.377,p
0.397,0.288,n
0.183,0.734,p
0.741,0.059,n
0.080,0.424,p
0.671,0.358,n
0.990,0.113,n
0.939,0.454,n
0.260,0.263,p
0.295,0.074,n
0.125,0.404,p
0.963,0.369,n
0.896,0.288,n
0.555,0.189,p
0.252,0.649,p
0.762,0.622,n
0.887,0.358,n
0.494,0.634,p
0.460,0.066,n
0.390,0.154,n
0.602,0.362,n
0.786,0.476,n
0.197,0.091,n
0.235,0.819,p
0.354,0.129,n
0.157,0.130,n
0.906,0.910,p
0.968,0.223,n
0.886,0.867,p
0.053,0.505,p
0.974,0.364,n
0.538,0.930,p
0.429,0.785,p
0.506,0.080,n
0.848,0.440,n
0.670,0.119,n
0.659,0.828,n
0.195,0.165,n
0.276,0.598,p
0.575,0.709,p
0.321,0.352,p
0.603,0.406,n
0.844,0.597,n
0.561,0.819,p
0.684,0.576,n
0.467,0.741,p
0.089,0.207,p
0.929,0.327,n
0.025,0.585,p
0.907,0.956,p
0.907,0.635,n
0.364,0.335,n
0.163,0.606,p
0.727,0.305,n
0.275,0.475,p
0.017,0.726,p
0.239,0.660,p
0.650,0.807,n
0.697,0.821,p
0.324,0.668,p
0.076,0.586,p
0.038,0.133,p
0.513,0.087,n
0.432,0.308,n
0.979,0.832,p
0.970,0.537,n
0.514,0.821,p
0.503,0.471,n
0.510,0.597,p
0.328,0.097,n
0.496,0.457,n
0.469,0.450,p
0.570,0.017,p
0.797,0.602,n
0.573,0.441,n
0.218,0.371,p
0.971,0.243,n
0.486,0.685,p
0.937,0.100,n
0.901,0.475,n
0.028,0.066,p
0.470,0.021,n
0.690,0.140,n
0.139,0.188,p
0.287,0.814,p
0.300,0.939,p
0.962,0.986,p
0.457,0.827,p
0.202,0.184,n
0.345,0.207,n
0.805,0.736,n
0.798,0.088,n
0.932,0.470,p
0.972,0.787,n
0.254,0.895,p
0.055,0.774,p
0.641,0.382,n
0.996,0.016,n
0.930,0.650,n
0.465,0.394,n
0.242,0.755,p
0.858,0.320,n
0.756,0.461,n
0.905,0.428,n
0.404,0.259,n
0.985,0.319,p
0.226,0.711,p
0.634,0.814,p
0.291,0.567,p
0.095,0.245,p
0.133,0.537,p
0.452,0.203,n
0.533,0.191,n
0.682,0.097,n
0.645,0.399,n
0.991,0.039,n
0.015,0.329,p
0.586,0.810,p
0.889,0.824,p
0.968,0.512,n
0.098,0.613,p
0.042,0.928,p
0.915,0.542,p
0.503,0.194,p
0.760,0.620,n
0.317,0.745,p
0.151,0.234,n
0.440,0.201,n
0.681,0.069,n
0.499,0.505,p
0.986,0.637,n
0.766,0.704,p
0.013,0.352,p
0.215,0.827,p
0.800,0.080,n
0.691,0.213,n
0.891,0.844,p
0.876,0.850,p
0.300,0.900,p
0.116,0.851,p
0.258,0.597,p
0.211,0.835,p
0.266,0.980,p
0.898,0.488,n
0.028,0.970,p
0.831,0.588,n
0.510,0.313,n
0.677,0.432,n
0.227,0.653,p
0.897,0.975,p
0.264,0.089,n
0.865,0.427,n
0.522,0.855,p
0.740,0.369,n
0.718,0.118,n
0.973,0.691,n
0.205,0.920,n
0.410,0.080,n
0.532,0.521,p
0.777,0.708,p
0.656,0.577,n
0.833,0.422,n
0.611,0.735,p
0.795,0.561,n
0.145,0.412,p
0.598,0.045,n
0.799,0.116,n
0.348,0.379,p
0.982,0.637,n
0.110,0.051,n
0.170,0.364,p
0.704,0.511,n
0.584,0.573,p
0.256,0.365,p
0.157,0.695,p
0.950,0.545,n
0.694,0.557,n
0.955,0.633,n
0.486,0.826,p
0.451,0.158,n
0.882,0.767,n
0.359,0.393,p
0.272,0.169,n
0.005,0.646,p
0.240,0.937,p
0.757,0.188,n
0.702,0.445,n
0.191,0.554,p
0.872,0.585,n
0.643,0.392,n
0.173,0.273,p
0.649,0.862,p
0.164,0.741,n
0.590,0.788,p
0.029,0.445,p
0.561,0.656,p
0.291,0.309,p
0.116,0.451,p
0.700,0.837,p
0.437,0.330,n
0.164,0.943,p
0.398,0.271,n
0.677,0.252,n
0.812,0.037,n
0.221,0.460,p
0.403,0.418,p
0.302,0.162,n
0.846,0.212,n
0.441,0.779,p
0.712,0.927,p
0.328,0.856,p
0.447,0.855,p
0.945,0.827,p
0.445,0.911,p
0.811,0.424,n
0.469,0.060,n
0.950,0.581,n
0.631,0.220,n
0.528,0.411,n
0.421,0.082,n
0.620,0.254,n
0.213,0.971,n
0.193,0.493,p
0.138,0.604,p
0.985,0.677,n
0.534,0.914,p
0.874,0.072,n
0.244,0.971,p
0.412,0.802,p
0.169,0.419,p
0.189,0.257,p
0.950,0.145,n
0.410,0.070,n
0.330,0.284,n
0.018,0.900,p
0.503,0.905,p
0.642,0.268,n
0.497,0.983,p
0.586,0.386,n
0.035,0.222,p
0.414,0.829,p
0.749,0.233,n
0.875,0.667,n
0.590,0.925,p
0.688,0.414,n
0.516,0.997,n
0.314,0.550,p
0.152,0.515,p
0.074,0.090,p
0.631,0.598,p
0.603,0.608,p
0.889,0.167,n
0.632,0.195,n
0.472,0.561,p
0.398,0.413,p
0.099,0.804,p
0.256,0.449,p
0.716,0.355,n
0.885,0.250,n
0.183,0.732,p
0.624,0.993,p
0.898,0.026,n
0.173,0.626,p
0.789,0.376,n
0.320,0.672,p
0.194,0.224,p
0.114,0.642,p
0.063,0.073,p
0.970,0.976,p
0.080,0.487,p
0.166,0.311,n
0.220,0.122,n
0.753,0.754,p
0.023,0.003,n
0.068,0.702,p
0.346,0.443,n
0.194,0.488,p
0.242,0.475,p
0.667,0.165,p
0.655,0.501,n
0.122,0.051,p
0.503,0.114,n
0.909,0.565,n
0.630,0.568,n
0.760,0.712,p
0.320,0.166,n
0.331,0.796,n
0.155,0.949,p
0.741,0.738,n
0.138,0.584,p
0.462,0.935,p
0.104,0.052,n
0.534,0.736,p
0.383,0.648,p
0.055,0.664,p
0.132,0.735,n
0.243,0.979,n
0.130,0.001,n
0.161,0.878,p
0.283,0.045,n
0.094,0.801,p
0.883,0.792,p
0.784,0.731,n
0.814,0.603,n
0.758,0.827,p
0.950,0.319,n
0.023,0.639,p
0.838,0.214,n
0.053,0.944,p
0.696,0.944,p
0.414,0.100,n
0.652,0.081,p
0.046,0.582,p
0.320,0.005,n
0.971,0.798,n
0.241,0.108,n
0.178,0.411,p
0.495,0.741,p
0.720,0.382,n
0.611,0.198,n
0.026,0.138,p
0.286,0.166,n
0.500,0.039,n
0.552,0.209,n
0.025,0.401,p
0.486,0.616,p
0.364,0.105,n
0.497,0.749,p
0.852,0.180,n
0.480,0.071,n
0.573,0.861,p
0.815,0.205,n
0.084,0.132,p
0.802,0.993,p
0.270,0.803,p
0.145,0.482,p
0.324,0.537,p
0.537,0.873,p
0.441,0.897,p
0.332,0.003,n
0.109,0.046,n
0.896,0.937,p
0.957,0.508,n
0.579,0.204,p
0.994,0.695,n
0.623,0.112,n
0.051,0.041,n
0.792,0.436,n
0.964,0.095,n
0.739,0.681,p
0.555,0.303,n
0.366,0.271,p
0.692,0.045,p
0.369,0.689,p
0.268,0.071,n
0.630,0.429,n
0.551,0.024,n
0.618,0.039,n
0.906,0.443,n
0.049,0.658,n
0.892,0.719,n
0.170,0.831,p
0.519,0.436,n
0.690,0.310,n
0.945,0.631,n
0.787,0.786,p
0.905,0.632,n
0.030,0.947,n
0.862,0.924,p
0.977,0.993,p
0.904,0.840,p
0.414,0.263,n
0.441,0.928,p
0.321,0.390,p
0.603,0.965,p
0.805,0.448,n
0.083,0.070,n
0.111,0.392,n
0.898,0.392,p
0.486,0.724,p
0.690,0.802,p
0.422,0.044,n
0.942,0.349,n
0.068,0.004,p
0.299,0.413,p
0.695,0.341,n
0.454,0.562,p
0.702,0.384,n
0.269,0.004,n
0.443,0.616,p
0.891,0.723,p
0.610,0.446,n
0.664,0.598,n
0.453,0.965,p
0.041,0.010,n
0.377,0.619,p
0.758,0.177,n
0.495,0.541,n
0.713,0.262,n
0.090,0.912,n
0.568,0.622,p
0.789,0.347,n
0.280,0.490,p
0.961,0.878,p
0.824,0.253,n
0.911,0.773,n
0.192,0.634,p
0.588,0.849,p
0.369,0.904,p
0.499,0.869,p
0.638,0.754,p
0.645,0.383,n
0.722,0.899,p
0.504,0.315,p
0.620,0.674,p
0.541,0.681,n
0.819,0.024,n
0.693,0.774,n
0.946,0.678,n
0.583,0.830,p
0.846,0.572,n
0.271,0.554,p
0.025,0.780,p
0.893,0.289,n
0.840,0.520,n
0.885,0.255,n
0.330,0.207,n
0.191,0.468,p
0.020,0.129,p
0.415,0.407,p
0.484,0.910,p
0.140,0.162,p
0.063,0.932,p
0.931,0.907,p
0.111,0.352,n
0.194,0.822,n
0.267,0.841,p
0.825,0.763,n
0.522,0.427,n
0.479,0.882,p
0.973,0.263,n
0.897,0.212,n
0.794,0.193,n
0.156,0.957,p
0.816,0.395,n
0.553,0.614,p
0.712,0.549,n
0.763,0.099,n
0.523,0.386,n
0.414,0.009,n
0.083,0.162,p
0.346,0.312,p
0.082,0.800,p
0.038,0.159,p
0.534,0.093,n
0.604,0.455,n
0.971,0.062,n
0.548,0.643,p
0.309,0.791,p
0.339,0.093,n
0.894,0.680,n
0.642,0.732,p
0.390,0.630,p
0.700,0.292,n
0.590,0.374,n
0.908,0.765,n
0.534,0.800,p
0.911,0.842,p
0.014,0.871,p
0.779,0.154,n
0.793,0.419,n
0.289,0.099,n
0.248,0.634,p
0.229,0.635,p
0.772,0.116,n
0.202,0.505,p
0.659,0.336,n
0.034,0.915,p
0.231,0.276,p
0.017,0.651,p
0.291,0.161,n
0.015,0.420,p
0.862,0.139,n
0.453,0.979,n
0.458,0.600,p
0.450,0.560,n
0.697,0.946,p
0.892,0.265,p
0.808,0.672,n
0.421,0.472,p
0.167,0.391,p
0.088,0.625,p
0.033,0.034,p
0.488,0.643,p
0.978,0.401,n
0.957,0.051,n
0.465,0.077,n
0.526,0.046,n
0.265,0.137,n
0.963,0.950,p
0.409,0.166,n
0.795,0.533,p
0.758,0.629,p
0.312,0.191,n
0.994,0.363,n
0.407,0.923,p
0.794,0.078,n
0.918,0.802,p
0.791,0.515,n
0.712,0.282,n
0.522,0.084,n
0.481,0.677,p
0.678,0.990,p
0.725,0.330,n
0.252,0.861,p
0.789,0.680,p
0.876,0.221,n
0.291,0.434,p
0.680,0.055,n
0.370,0.676,p
0.254,0.787,p
0.317,0.764,p
0.898,0.342,n
0.792,0.743,p
0.451,0.779,p
0.629,0.833,p
0.894,0.353,n
0.763,0.881,p
0.887,0.954,p
0.737,0.598,n
0.214,0.498,p
0.521,0.307,n
0.016,0.680,p
0.975,0.877,p
0.906,0.361,n
0.859,0.844,p
0.758,0.671,n
0.118,0.372,n
0.982,0.731,n
0.335,0.546,p
0.939,0.249,n
0.270,0.175,n
0.298,0.091,n
0.232,0.962,p
0.339,0.049,n
0.647,0.244,n
0.755,0.432,n
0.090,0.991,p
0.395,0.257,n
0.976,0.448,n
0.578,0.066,n
0.702,0.369,n
0.829,0.598,n
0.582,0.533,n
0.882,0.321,n
0.515,0.251,n
0.403,0.593,p
0.382,0.503,p
0.761,0.505,n
0.508,0.543,p
0.948,0.824,n
0.405,0.762,p
0.803,0.782,p
0.512,0.608,p
0.060,0.453,p
0.734,0.652,n
0.961,0.200,n
0.115,0.744,p
0.076,0.922,p
0.427,0.202,n
0.162,0.805,p
0.822,0.621,n
0.888,0.693,n
0.182,0.429,n
0.237,0.269,p
0.445,0.192,n
0.332,0.483,p
0.037,0.377,n
0.237,0.723,p
0.107,0.829,p
0.015,0.613,p
0.840,0.334,n
0.761,0.800,p
0.006,0.519,p
0.655,0.428,n
0.462,0.341,n
0.758,0.001,n
0.549,0.313,n
0.923,0.110,n
0.709,0.491,n
0.651,0.346,n
0.690,0.067,n
0.977,0.859,p
0.764,0.609,n
0.814,0.058,n
0.430,0.510,p
0.827,0.596,p
0.484,0.404,n
0.285,0.855,p
0.595,0.503,n
0.348,0.092,n
0.817,0.663,n
0.550,0.330,n
0.327,0.350,p
0.350,0.308,n
0.573,0.202,n
0.263,0.929,p
0.431,0.762,n
0.553,0.325,n
0.027,0.522,p
0.828,0.232,n
0.455,0.799,p
0.794,0.739,p
0.746,0.223,n
0.126,0.085,n
0.447,0.778,n
0.632,0.997,p
0.004,0.468,p
0.677,0.001,n
0.940,0.776,p
0.935,0.929,p
0.004,0.700,p
0.022,0.475,p
0.261,0.780,p
0.889,0.335,n
0.365,0.417,p
0.580,0.980,n
0.835,0.528,n
0.722,0.462,n
0.988,0.998,p
0.226,0.060,n
0.954,0.962,p
0.358,0.612,p
0.460,0.710,p
0.226,0.132,n
0.631,0.425,p
0.747,0.592,n
0.999,0.746,n
0.315,0.547,p
0.760,0.363,n
0.804,0.486,n
0.374,0.345,n
0.090,0.185,p
0.989,0.358,n
0.014,0.436,n
0.609,0.876,p
0.534,0.478,n
0.976,0.178,n
0.100,0.730,p
0.165,0.253,p
0.312,0.106,p
0.304,0.458,p
0.735,0.729,p
0.599,0.843,p
0.939,0.496,p
0.335,0.101,n
0.736,0.482,n
0.350,0.084,n
0.614,0.163,n
0.186,0.604,p
0.538,0.603,p
0.772,0.529,n
0.416,0.250,n
0.036,0.586,p
0.144,0.269,p
0.635,0.312,n
0.224,0.049,n
0.597,0.815,p
0.347,0.590,n
0.011,0.950,p
0.498,0.336,n
0.635,0.201,n
0.469,0.512,p
0.091,0.005,n
0.213,0.021,n
0.692,0.589,n
0.731,0.106,n
0.829,0.264,p
0.576,0.575,p
0.126,0.675,p
0.740,0.329,n
0.006,0.113,p
0.009,0.319,p
0.362,0.199,n
0.838,0.493,n
0.673,0.744,p
0.583,0.778,p
0.635,0.087,n
0.976,0.698,n
0.009,0.143,p
0.881,0.113,n
0.339,0.659,p
0.480,0.575,p
0.784,0.118,n
0.313,0.899,p
0.533,0.453,n
0.691,0.947,p
0.939,0.731,n
0.078,0.135,p
0.685,0.864,n
0.537,0.233,n
0.455,0.373,n
0.461,0.282,n
0.880,0.787,p
0.978,0.672,p
0.994,0.403,n
0.479,0.643,p
0.210,0.925,p
0.383,0.387,p
0.066,0.676,p
0.815,0.414,p
0.424,0.343,n
0.476,0.401,n
0.501,0.967,p
0.220,0.468,p
0.511,0.467,n
0.603,0.116,n
0.349,0.585,p
0.602,0.535,n
0.347,0.297,n
0.784,0.292,n
0.270,0.742,p
0.944,0.334,n
0.907,0.404,n
0.094,0.474,p
0.522,0.420,n
0.861,0.771,p
0.408,0.586,p
0.348,0.435,p
0.468,0.045,n
0.775,0.772,n
0.635,0.690,p
0.611,0.035,n
0.764,0.311,n
0.848,0.492,n
0.684,0.955,p
0.222,0.078,n
0.771,0.224,n
0.105,0.493,n
0.991,0.078,n
0.099,0.480,p
0.500,0.979,n
0.358,0.734,p
0.465,0.722,p
0.505,0.608,p
0.125,0.949,p
0.710,0.030,n
0.129,0.451,p
0.578,0.435,n
0.824,0.708,n
0.430,0.158,n
0.304,0.977,p
0.950,0.358,n
0.982,0.003,n
0.082,0.422,p
0.191,0.609,p
0.134,0.648,p
0.462,0.969,p
0.385,0.850,p
0.972,0.900,p
0.075,0.864,n
0.353,0.341,n
0.098,0.197,p
0.212,0.695,p
0.822,0.624,n
0.806,0.917,p
0.393,0.024,n
0.419,0.756,p
0.279,0.312,p
0.482,0.152,n
0.298,0.827,p
0.289,0.093,n
0.978,0.034,n
0.922,0.788,p
0.612,0.607,p
0.842,0.090,n
0.911,0.709,n
0.105,0.580,p
0.374,0.585,p
0.170,0.533,p
0.146,0.339,p
0.407,0.391,n
0.735,0.117,n
0.875,0.822,p
0.147,0.684,p
0.458,0.810,p
0.445,0.105,n
0.879,0.859,p
0.095,0.995,p
0.128,0.454,p
0.553,0.540,p
0.434,0.082,n
0.469,0.858,p
0.788,0.229,n
0.255,0.062,p
0.510,0.957,p
0.556,0.946,p
0.269,0.598,p
0.130,0.192,p
0.616,0.708,p
0.509,0.269,n
0.989,0.861,p
0.504,0.638,p
0.682,0.631,p
0.059,0.499,p
0.245,0.947,p
0.820,0.872,p
0.461,0.701,p
0.457,0.638,n
0.268,0.205,n
0.292,0.679,p
0.996,0.427,n
0.668,0.388,n
0.877,0.437,n
0.403,0.735,n
0.651,0.162,p
0.747,0.418,n
0.550,0.850,p
0.886,0.593,n
0.859,0.505,n
0.654,0.781,p
0.139,0.854,p
0.973,0.218,n
0.806,0.116,n
0.823,0.365,n
0.602,0.448,n
0.059,0.747,p
0.810,0.709,n
0.996,0.937,p
0.008,0.996,p
0.124,0.176,n
0.910,0.523,n
0.129,0.824,p
0.689,0.038,p
0.185,0.193,p
0.625,0.263,n
0.436,0.288,n
0.708,0.074,n
0.994,0.007,p
0.125,0.389,p
0.686,0.028,n
0.894,0.992,p
0.649,0.745,p
0.428,0.301,n
0.155,0.782,p
0.263,0.594,p
0.348,0.432,p
0.888,0.172,n
0.073,0.856,p
0.830,0.424,n
0.611,0.486,n
0.198,0.876,p
0.976,0.511,n
0.603,0.244,n
0.826,0.159,n
0.381,0.214,n
0.864,0.888,n
0.891,0.369,n
0.543,0.425,n
0.514,0.549,p
0.041,0.039,n
0.141,0.702,p
0.513,0.456,n
0.545,0.119,n
0.877,0.357,n
0.439,0.669,n
0.913,0.582,n
0.281,0.960,p
0.810,0.533,n
0.232,0.996,p
0.126,0.737,p
0.389,0.536,p
0.428,0.690,p
0.588,0.727,p
0.742,0.407,p
0.586,0.603,p
0.482,0.473,p
0.939,0.840,p
0.596,0.186,n
0.447,0.433,p
0.732,0.658,n
0.395,0.533,p
0.621,0.251,n
0.395,0.612,p
0.505,0.188,n
0.647,0.484,n
0.927,0.171,n
0.722,0.586,n
0.786,0.254,n
0.619,0.613,p
0.286,0.370,p
0.879,0.542,n
0.953,0.125,n
0.790,0.518,n
0.314,0.886,p
0.698,0.368,n
0.040,0.592,p
0.842,0.649,n
0.771,0.194,p
0.796,0.315,n
0.270,0.552,p
0.961,0.481,n
0.004,0.080,p
0.462,0.580,p
0.871,0.452,n
0.918,0.538,n
0.521,0.793,p
0.821,0.273,n
0.501,0.693,p
0.189,0.247,p
0.449,0.588,p
0.433,0.437,p
0.552,0.331,n
0.709,0.298,n
0.818,0.984,p
0.233,0.526,p
0.278,0.543,p
0.560,0.306,p
0.071,0.761,p
0.481,0.496,p
0.349,0.262,n
0.172,0.383,p
0.885,0.009,n
0.347,0.055,n
0.633,0.989,p
0.085,0.550,p
0.551,0.299,n
0.306,0.139,n
0.446,0.088,n
0.342,0.645,p
0.557,0.359,n
0.906,0.526,n
0.066,0.183,p
0.514,0.549,p
0.833,0.772,p
0.526,0.273,n
0.337,0.270,n
0.598,0.437,n
0.753,0.475,p
0.128,0.846,p
0.230,0.265,p
0.700,0.010,n
0.393,0.290,n
0.818,0.671,n
0.562,0.781,p
0.216,0.430,p
0.673,0.303,n
0.322,0.256,n
0.310,0.994,p
0.120,0.237,p
0.429,0.095,n
0.555,0.321,n
0.758,0.339,p
0.574,0.003,n
0.562,0.711,p
0.051,0.092,p
0.636,0.753,p
0.476,0.544,p
0.247,0.752,p
0.778,0.710,p
0.266,0.695,n
0.135,0.442,p
0.545,0.318,n
0.431,0.427,p
0.150,0.425,p
0.520,0.647,p
0.559,0.034,n
0.325,0.946,n
0.088,0.923,p
0.663,0.559,n
0.008,0.136,p
0.106,0.138,p
0.976,0.057,n
0.825,0.706,n
0.948,0.407,n
0.870,0.240,n
0.549,0.035,n
0.292,0.584,p
0.320,0.131,n
0.386,0.405,p
0.456,0.583,n
0.389,0.150,n
0.442,0.531,p
0.645,0.637,p
0.301,0.934,p
0.620,0.343,n
0.951,0.966,p
0.158,0.022,n
0.092,0.651,p
0.885,0.446,p
0.607,0.008,n
0.061,0.595,p
0.207,0.464,p
0.911,0.636,n
0.343,0.777,n
0.631,0.255,n
0.616,0.852,p
0.765,0.647,n
0.438,0.358,n
0.537,0.475,n
0.918,0.511,n
0.697,0.184,n
0.775,0.997,p
0.616,0.549,n
0.145,0.145,p
0.399,0.192,p
0.452,0.315,n
0.713,0.328,n
0.958,0.060,n
0.795,0.689,n
0.258,0.398,p
0.316,0.827,p
0.023,0.642,p
0.564,0.689,n
0.126,0.300,p
0.193,0.393,p
0.651,0.508,n
0.308,0.193,n
0.363,0.265,n
0.298,0.226,p
0.832,0.904,p
0.726,0.156,n
0.379,0.982,p
0.320,0.446,p
0.863,0.054,n
0.555,0.564,p
0.354,0.567,p
0.846,0.503,p
0.057,0.901,p
0.429,0.243,n
0.725,0.197,n
0.291,0.301,p
0.962,0.392,p
0.235,0.050,n
0.405,0.370,n
0.305,0.435,p
0.252,0.786,n
0.071,0.087,n
0.694,0.437,p
0.351,0.157,p
0.410,0.133,n
0.571,0.804,n
0.822,0.593,p
0.605,0.830,n
0.086,0.749,n
0.853,0.303,n
0.074,0.770,n
0.424,0.118,p
0.910,0.510,n
0.370,0.014,n
0.871,0.159,p
0.773,0.010,p
0.353,0.952,n
0.534,0.751,n
0.453,0.175,p
0.789,0.430,p
0.613,0.319,p
0.974,0.761,p
0.361,0.247,p
0.607,0.495,p
0.623,0.896,n
0.870,0.474,p
0.076,0.083,n
0.433,0.054,n
0.608,0.535,p
0.712,0.292,p
0.181,0.880,n
0.702,0.790,n
0.118,0.199,n
0.726,0.225,n
0.869,0.237,p
0.272,0.263,p
0.037,0.234,n
0.152,0.859,n
0.390,0.080,p
0.887,0.140,p
0.212,0.930,n
0.560,0.299,p
0.371,0.887,p
0.404,0.589,n
0.625,0.391,p
0.384,0.857,n
0.936,0.794,n
0.445,0.016,p
0.015,0.370,n
0.904,0.310,p
0.654,0.476,p
0.727,0.914,n
0.012,0.118,n
0.557,0.668,n
0.976,0.556,p
0.308,0.666,n
0.920,0.435,p
0.381,0.005,p
0.842,0.686,p
0.954,0.127,p
0.682,0.498,p
0.193,0.569,n
0.016,0.849,n
0.090,0.637,n
0.224,0.141,n
0.353,0.939,n
0.636,0.163,p
0.206,0.144,p
0.676,0.473,p
0.409,0.065,p
0.177,0.139,p
0.378,0.181,p
0.198,0.400,p
0.174,0.069,n
0.135,0.345,p
0.006,0.435,p
0.755,0.554,p
0.369,0.815,n
0.312,0.980,n
0.698,0.412,p
0.566,0.190,p
0.311,0.527,p
0.186,0.071,p
0.454,0.021,p
0.745,0.144,p
0.521,0.004,p
0.885,0.340,n
0.219,0.631,n
0.222,0.593,n
0.953,0.046,p
0.986,0.383,p
0.841,0.234,p
0.564,0.292,p
0.500,0.153,p
0.517,0.639,n
0.275,0.557,n
0.570,0.293,p
0.946,0.607,n
0.367,0.442,n
0.738,0.066,p
0.510,0.396,p
0.092,0.339,n
0.892,0.252,p
0.181,0.666,p
0.994,0.106,p
0.477,0.089,p
0.253,0.043,p
0.003,0.643,n
0.636,0.267,p
0.582,0.287,p
0.419,0.268,n
0.392,0.625,n
0.271,0.807,n
0.934,0.249,p
0.148,0.669,p
0.276,0.652,n
0.247,0.692,n
0.774,0.184,p
0.019,0.663,n
0.968,0.217,p
0.145,0.510,n
0.309,0.891,n
0.729,0.677,n
0.777,0.496,p
0.209,0.169,p
0.344,0.202,p
0.059,0.971,n
0.232,0.129,n
0.796,0.015,n
0.482,0.749,n
0.636,0.573,p
0.663,0.733,n
0.136,0.366,n
0.900,0.351,p
0.584,0.682,n
0.431,0.070,p
0.603,0.796,n
0.489,0.936,n
0.543,0.339,p
0.927,0.277,p
0.091,0.874,p
0.943,0.224,p
0.255,0.661,n
0.003,0.676,n
0.756,0.743,n
0.194,0.164,p
0.231,0.167,p
0.880,0.495,p
0.651,0.418,p
0.293,0.262,p
0.959,0.313,p
0.313,0.358,n
0.971,0.841,n
0.262,0.353,n
0.360,0.962,n
0.578,0.468,n
0.040,0.213,p
0.194,0.278,p
0.414,0.646,p
0.528,0.376,p
