at1,at2,at3,at4,at5,at6,at7,at8,at9,at10,at11,at12,at13,at14,at15,at16,at17,at18,at19,at20,at21,at22,at23,at24,at25,at26,at27,at28,at29,at30,at31,label
1,0.28571,0.33333,0.2,0.9,1,1,0.7,0.83333,0.5,0.83333,0,1,0,0.30435,0.66327,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45358,0
1,0,1,0.6,0.5,1,1,0.7,0,0.5,1,0,0.8,0.047619,0.45652,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45358,1
0.85714,0.71429,0,0.5,0.8,1,1,1,0.83333,0,0,0,1,0,0.20652,0.66327,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.45363,0
0.28571,0.28571,1,0.8,0.5,1,0,1,0.5,0,0.33333,0,1,0.047619,0.46739,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45363,1
0.85714,0.14286,0,0.2,0.4,0,1,0.8,0.83333,0,1,0,1,0.19048,0.57609,0.010204,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45365,0
0.85714,0.14286,0.33333,0.7,0.6,1,1,0.8,0,0,0.16667,0,0.6,0.095238,0.75,0.010204,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45365,0
0.42857,0.14286,0.66667,0.4,0.3,1,1,1,0.83333,0.5,0.83333,0,0.8,0.047619,0.53261,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45367,1
1,0.28571,1,0.5,0.2,1,1,0.3,0.83333,0.5,0.83333,0,1,0.14286,0.83696,0.020408,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45369,1
0.57143,0.14286,0.33333,0.5,0.5,1,1,0.4,1,0.5,1,0,1,0.14286,0.90217,0.020408,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45369,0
0.28571,0,0.33333,0,0.3,1,1,0.9,0.83333,0.25,1,0,1,0.14286,0.61957,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45369,0
0.71429,0.28571,0.66667,0.9,0.8,1,1,0.8,0.66667,0.5,1,0,0.4,0.047619,0.82609,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45369,1
0.71429,0.14286,0.33333,0.5,0.8,1,1,0.8,0.66667,0.25,0.33333,0,1,0.047619,0.54348,0.020408,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45373,0
0.57143,0,0.66667,0.6,0.6,1,1,0.9,0.66667,0.5,0.83333,0,1,0.19048,0.76087,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45375,1
0.57143,0,1,0.5,0.7,0,1,0.8,0.66667,0.5,1,0,0.6,0.19048,0.65217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45375,1
0.71429,0.28571,0.33333,0.4,0.4,0,1,0.8,0.66667,0,1,0,1,0.095238,0.78261,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45375,0
0.85714,0,0.66667,0.6,0.4,1,1,0.9,1,0,1,0,1,0,0.8913,0.66327,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45375,1
0.28571,0.14286,0,1,1,1,1,1,1,0.25,0,0,0.8,0.14286,0.52174,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454,0
0.28571,0.14286,0.66667,0.8,0.4,0,1,0.9,1,0,1,0,0.6,0.14286,0.90217,0.020408,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45404,1
0.57143,0.14286,0.66667,0.6,0.6,1,1,0.7,0.66667,0.25,0.5,0,0.2,0.047619,0.75,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45408,1
0.57143,0.28571,0.66667,0.5,0.3,1,1,0.7,0,0.25,0.16667,0,1,0.047619,0.32609,0.010204,0.66667,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4541,1
0.42857,0.28571,0.33333,0.8,0.8,1,1,0.9,1,0,0.83333,0,0.6,0.19048,0.6413,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45412,0
0.42857,0.42857,0.33333,0.7,0.8,1,1,0.8,0.66667,0.5,1,0,1,0.047619,0.26087,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45412,0
0.28571,0.57143,0.33333,1,1,1,1,1,0.5,0.5,0.66667,0,0.8,0.095238,0.58696,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45412,0
0.14286,0,0,0.7,0.9,1,0,0.8,1,0,1,0,1,0.047619,0.8587,0.020408,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45414,0
0.71429,0.14286,0.66667,0.5,0.4,1,1,0.8,0.83333,0.25,0.5,0,1,0.14286,0.92391,0.020408,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45414,1
0.57143,0,0.66667,0.5,0.8,0,1,0.8,1,0,1,0,0.6,0.19048,0.78261,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45419,1
0.28571,0.28571,0.66667,0.5,0.7,1,1,1,0.5,0,1,0,1,0.047619,0.58696,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4545,1
0.14286,0.14286,0.33333,0.8,0.6,1,1,0.9,0.83333,0.25,0.16667,0,0.8,0.14286,0.67391,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45466,0
0.57143,0.28571,0.66667,0.5,0.5,1,1,0.9,1,0,0,0,0.4,0.14286,0.54348,0.010204,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45495,1
1,0.28571,0.66667,0.8,0.8,1,1,0.5,0.5,0.25,1,0,0.4,0.095238,0.70652,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45495,1
0.85714,0.14286,1,0.5,0.4,1,1,0.7,1,0,1,0,1,0,0.8913,0.66327,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45496,1
0.85714,0.14286,0.66667,0.6,0.6,1,1,0.7,0.83333,0.25,1,0,1,0.047619,0.80435,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45498,1
0.28571,0.28571,1,0.5,0.5,1,1,0.8,0.66667,0,0.83333,0,0.8,0.14286,0.55435,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45498,1
0.28571,0.14286,1,0.8,0.6,1,1,0.8,1,0.25,1,0,1,0.095238,0.61957,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45502,1
0.85714,0.28571,0,0.5,0.5,1,0,0.9,0.5,0.25,1,0,1,0.047619,0.29348,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45502,0
0.42857,0,1,0.5,0.5,1,1,0.5,0.83333,0,1,0,1,0.14286,0.94565,0.020408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45502,1
0.28571,0.42857,0.33333,0.5,0.2,1,1,0.8,0.16667,0.25,0.16667,0,1,0.095238,0.51087,0.020408,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45504,0
0.57143,0.14286,0.66667,0.5,0.4,1,1,0.7,0.66667,0.25,0.5,0,1,0.14286,0.67391,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45504,1
0.42857,0.14286,0.33333,0.7,0.8,1,1,0.7,1,0,1,0,0.4,0.095238,0.91304,0.020408,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45504,0
0.85714,0,0.66667,0.2,0.5,1,1,1,1,0.25,0.66667,0,1,0.095238,0.61957,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45504,1
0.42857,0.14286,0.66667,0.5,0.4,1,1,0.8,0.66667,0.25,0.83333,0,0.8,0.095238,0.5,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45504,1
1,0.28571,0,0.4,0.4,0,1,0.8,1,0,1,0,1,0.14286,0.86957,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45504,0
0.85714,0.14286,0.33333,0.5,0.3,1,0,0.9,0.83333,0.25,1,0,1,0.14286,0.51087,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45506,0
0.57143,0,0.33333,0.1,0.1,1,1,0.7,0.66667,0.25,0.83333,0,1,0.047619,0.58696,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45506,0
0.85714,0.14286,0.33333,0.3,0.3,0,1,0.9,0.33333,0.25,1,0,0.8,0.047619,0.3913,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45508,0
0.57143,0.14286,0.66667,0.3,0.3,0,1,0.5,0.33333,0.5,0.83333,0,1,0.095238,0.53261,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45508,1
0.42857,0.28571,0,0.5,0.8,0,1,0.7,0.16667,0.5,1,0,1,0,0.61957,0.66327,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4551,0
0.14286,0.14286,0.33333,0.5,0.3,0,1,1,0.66667,0.25,0.83333,0,1,0.14286,0.57609,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4551,0
0.14286,0.14286,0.33333,0.8,0.8,1,1,0.1,0.66667,0.25,0,0,0.6,0.14286,0.73913,0.010204,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45512,0
1,0,0.33333,0,0.3,1,0,0.8,0.33333,0.75,1,0,1,0.047619,0.32609,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45512,0
0.14286,0.14286,0,0.4,0.4,1,1,0.8,1,0.5,0.33333,0,0.4,0.047619,0.73913,0.010204,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45516,0
0.71429,0.14286,0.66667,0.1,0.7,1,1,0.8,0.66667,0,0.83333,0,1,0.14286,0.6413,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45539,1
1,0.14286,0.66667,0.7,0.5,1,1,0.7,0.83333,0.5,0.5,0,1,0.047619,0.3587,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45541,1
1,0.28571,0.66667,0.7,0.3,1,1,1,0.66667,0.5,1,0,1,0.14286,0.61957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45541,1
0.57143,0,0.33333,0.2,0.4,0,1,0.9,0.66667,0.25,0.33333,0,1,0.095238,0.68478,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45541,0
1,0.42857,0,0.7,0.7,0,1,0.6,0.83333,0.75,0.33333,0,1,0,0.55435,0.66327,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45541,0
1,0.42857,0.33333,0.1,0.3,1,1,0.2,0.16667,0.5,1,0,0.6,0.2381,0.58696,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45549,0
0.71429,0.42857,0.33333,0.2,0.4,1,0,0.5,0.5,0.75,1,0,1,0.047619,0.30435,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45549,0
0,0.28571,0.33333,0.5,0.5,0,1,0.7,1,0,1,0,1,0.19048,0.77174,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45549,0
0.28571,0.28571,0.33333,0.5,0.5,0,1,1,0.66667,0.5,0.5,0,1,0.14286,0.63043,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4555,0
0.57143,0.28571,0.66667,0.8,0.5,1,1,0.8,0.5,0.5,1,0,1,0.095238,0.53261,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4555,1
0.57143,0.28571,0,0.7,0.6,0,0,0.8,0.16667,0.25,0.33333,0,1,0.095238,0.53261,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45552,0
0.57143,0.14286,0.66667,0.5,0.6,1,1,0.8,0.83333,0.25,1,0,1,0.19048,0.77174,0,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45554,1
1,0.14286,1,0,0,1,1,1,0.83333,0.75,1,0,0.8,0,0.5,0.66327,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45554,1
0.57143,0.28571,0.66667,0.4,0.1,1,1,1,0.16667,0,0.83333,0,0.8,0.14286,0.6087,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45554,1
0.71429,0.14286,0.66667,0.4,0.4,0,1,0.9,0.33333,0.5,0.83333,0,1,0.14286,0.56522,0,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45556,1
1,0.14286,0.33333,0.4,0.6,1,0,0.2,0.5,0.75,0.83333,0,1,0.095238,0.72826,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45556,0
0.42857,0.28571,0.33333,1,1,1,1,0.9,0.5,0.5,0,0,1,0.095238,0.78261,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45556,0
0.42857,0.28571,0.33333,0.7,0.8,1,1,0.9,0.5,0.25,0.83333,0,1,0.19048,0.71739,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45558,0
1,0.42857,0.33333,0.2,0.5,0,1,0.9,0,0.25,1,0,1,0.047619,0.25,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45558,0
0.42857,0,0.66667,0.5,0.5,1,1,0.4,0.66667,0.25,1,0,1,0.047619,0.82609,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45558,1
0.28571,0.14286,0.33333,0.7,0.7,0,1,0.8,0.66667,0,1,0,1,0.14286,0.83696,0.020408,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45558,0
0.85714,0.28571,0,0.6,0.6,1,0,0.6,0.83333,0,0.83333,0,1,0.14286,0.71739,0,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4556,0
0.42857,0.28571,0.33333,0.8,0.6,1,1,0.8,1,0,1,0,0.4,0.095238,0.72826,0.010204,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4556,0
1,0.14286,0.33333,0.7,0.7,1,1,0.6,0.66667,0.25,1,0,0.2,0.2381,0.6413,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45562,0
0.71429,0.14286,0.33333,0,0.7,1,0,1,1,0,1,0,1,0.14286,0.82609,0.020408,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45562,0
0.42857,0.14286,0.66667,0.7,0,1,1,1,1,0.5,1,0,1,0.095238,0.42391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45587,1
0.85714,0.42857,0,0.7,0.4,1,1,0.9,0.83333,0.25,1,0,0.6,0.047619,0.3913,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45587,0
0.42857,0.28571,0.66667,0.4,0.4,1,1,0.8,0.5,0.25,1,0,1,0.14286,0.72826,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45587,1
0.71429,0.28571,0.33333,0.5,0.5,1,1,0.5,1,0.5,0.66667,0,1,0,0.33696,0.66327,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45587,0
0.57143,0.14286,0,0.5,0.2,0,1,0.9,0.33333,0.25,1,0,1,0.19048,0.69565,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45589,0
0,0,0.33333,0.4,0.4,1,1,1,0.5,0.25,0.16667,0,1,0.095238,0.77174,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45589,0
0.28571,0.28571,0.33333,0.4,0.3,1,1,1,0.83333,0.5,0.83333,0,1,0.047619,0.41304,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45597,0
0,0,0.66667,0.6,0.7,1,1,0.9,0.83333,0.25,1,0,1,0.19048,0.8587,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45601,1
0.42857,0.28571,0.33333,0.5,0.4,0,1,0.7,0.66667,0.5,1,0,1,0.047619,0.81522,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45603,0
0.42857,0,0.66667,0.7,0.7,0,0,0.9,1,0,0.5,0,1,0.047619,0.59783,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45603,1
0.57143,0.28571,0.33333,0.5,0.7,1,1,0.9,0.83333,0,0.83333,0,1,0.14286,0.73913,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45604,0
1,0,0,0.8,0.9,1,1,0.4,0.66667,0.75,0,0,0.6,0,0.67391,0.66327,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45604,0
0.28571,0.28571,0.33333,0.5,0.4,1,0,0.6,0.66667,0.25,1,0,1,0.14286,0.57609,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45604,0
0.85714,0.57143,0,0.4,0.6,0,1,1,0.83333,0.25,0.33333,0,1,0.047619,0.43478,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45606,0
0.42857,0.42857,0.66667,0.5,0.4,1,1,0.8,0.33333,0.5,1,0,1,0.14286,0.72826,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45606,1
0.28571,0.14286,0,0.3,0.3,1,1,0.9,0.66667,0.25,0.66667,0,1,0.14286,0.67391,0,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45606,0
0.71429,0.28571,0.66667,0.5,0.2,0,1,0.9,0.16667,0.25,1,0,1,0.047619,0.84783,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45608,1
0.71429,0.14286,0.33333,0.1,0.1,1,1,0.7,0.66667,0,0.16667,0,1,0.2381,0.6087,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45608,0
0.85714,0,0,0.5,0.5,1,1,0,0,0.75,1,0,0.8,0.047619,0.63043,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45633,0
0.85714,0,1,0.7,0.8,1,1,0.5,0.83333,0.5,1,0,1,0.095238,0.90217,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45635,1
0.85714,0.14286,0.66667,0.5,0.6,1,1,0.8,0.5,0.25,0.16667,0,1,0.14286,0.65217,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45641,1
0.42857,0.14286,0,0.5,0.5,0,1,0.9,0.83333,0.25,0.33333,0,1,0.095238,0.40217,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45643,0
0.14286,0,0.66667,0.6,0.4,1,1,0.8,0.83333,0.5,0.83333,0,1,0.047619,0.95652,0.020408,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45643,1
0.57143,0.14286,1,0.5,0,0,1,0.7,0.83333,0.75,0,0,0.8,0.14286,0.57609,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45643,1
0.57143,0.57143,0,0.5,0.8,1,1,1,0.66667,0.25,0.83333,0,1,0.047619,0.54348,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45643,0
0.42857,1,0.66667,0.3,0.3,1,1,0.5,0.5,0.5,0.83333,0,0.8,0.047619,0.45652,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45643,1
0.57143,0.28571,0.33333,0.7,0.7,1,1,0.5,1,0.5,0.33333,0,1,0.14286,0.68478,0.010204,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45643,0
1,0.14286,0.66667,0.8,0.7,1,1,1,1,0.5,0.16667,0,0.8,0.095238,0.38043,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45645,1
0.71429,0.14286,0.66667,0.7,0.7,1,1,0.7,0.83333,0.25,1,0,1,0.19048,0.93478,0.020408,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45649,1
1,0.28571,0.33333,0.3,0.5,1,1,0.6,0.5,0.5,0,0,1,0.095238,0.58696,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45649,0
0.28571,0.28571,0.33333,0.2,0.5,1,1,0.4,0.33333,0.5,1,0,1,0.14286,0.71739,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45649,0
0.42857,0.14286,1,0.6,0.7,0,1,1,0.83333,0,1,0,1,0.14286,0.58696,0.020408,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45651,1
0.57143,0,0.66667,1,1,1,1,1,1,0,0.66667,0,1,0.095238,0.90217,0.020408,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45651,1
0.42857,0.14286,0.66667,0.6,0.5,1,1,1,0.83333,0,0.83333,0,1,0.047619,0.8913,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45651,1
0.57143,0.14286,1,0.2,0.1,0,1,1,0.83333,0,0.16667,0,1,0.047619,0.8913,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45653,1
0,0.14286,0.66667,0.5,0.5,1,1,0.8,1,0,0,0,0.2,0.095238,0.80435,0.010204,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45653,1
0.42857,0.14286,0,0.7,0.8,1,0,0.7,0.83333,0.25,0,0,1,0.095238,0.81522,0.020408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45653,0
0.42857,0.28571,0.33333,0.5,0.5,1,1,0.6,0.16667,0,1,0,0.4,0.14286,0.80435,0,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4568,0
0.85714,0.42857,0.33333,0.8,0.6,1,0,0.8,0.5,0.25,0,0,1,0.14286,0.45652,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45682,0
0.28571,0.42857,0.33333,0.4,0.4,0,0,0.6,0.5,0.75,0,0,1,0,0.33696,0.66327,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.45682,0
1,0,1,0.5,0.5,0,1,0.5,1,0.5,1,0,0.8,0.14286,0.65217,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45684,1
1,0.28571,0.33333,0,0.5,1,1,0.9,0.16667,0.75,0.33333,0,1,0.047619,0.47826,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45687,0
0.85714,0.28571,1,0.2,0.5,1,1,0.7,0.33333,0.25,1,0,0.8,0.047619,0.46739,0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.45689,1
0.42857,0.14286,0.66667,0.6,0.5,1,1,0.8,1,0,1,0,1,0.19048,0.95652,0.020408,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45695,1
0.71429,0.14286,1,0.8,0.6,1,1,1,1,0,0.16667,0,0.6,0.14286,0.70652,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45697,1
0.28571,0.14286,0.33333,0.7,0.5,1,1,0.7,0.83333,0,1,0,0.8,0.14286,0.59783,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45697,0
0.42857,0,0.66667,0.8,0.5,1,1,0.5,0.83333,0.5,1,0,0.6,0.19048,0.68478,0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.45697,1
0.42857,0.14286,0.33333,0.5,0.5,0,1,0.9,1,0.25,0.16667,0,1,0.14286,0.8913,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45697,0
0.28571,0.14286,0.66667,0.6,0.5,1,1,0.9,0.83333,0.25,0.5,0,1,0.095238,0.86957,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45699,1
0.57143,0.28571,0.33333,0.7,0.7,0,1,0.9,1,0,1,0,1,0.047619,0.86957,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45699,0
0.42857,0,0.66667,0.2,0.2,1,1,0.8,0.66667,0.25,1,0,0.6,0.095238,0.52174,0,0.83333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45728,1
0.42857,0.14286,0.33333,0.5,0.5,1,1,0.3,0.66667,0.75,0.5,0,0.6,0.047619,0.61957,0.010204,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45728,0
0.57143,0.14286,0.33333,0.5,0.8,0,1,0.9,0.33333,0,0.83333,0,0.8,0.14286,0.56522,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45728,0
0.28571,0.14286,0.33333,0.5,0.5,1,1,0.7,0.5,0.25,1,0,1,0.14286,0.76087,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45728,0
0.42857,0.28571,0.33333,0.8,0.5,1,1,0.8,1,0,0.83333,0,0.8,0.14286,0.61957,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4573,0
0.14286,0.14286,0,1,0.8,1,1,1,0.33333,0.25,0,0,0.6,0.19048,0.69565,0,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4573,0
0.57143,0,0,0.4,1,0,0,0.4,0.66667,0,0.33333,0,1,0.047619,0.58696,0.010204,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.45736,0
0.42857,0.14286,1,0.9,0.5,1,1,0.7,0.16667,0.5,0.5,0,0.6,0.14286,0.66304,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45738,1
1,0.57143,0.66667,0.6,0.8,1,1,1,0.5,0.25,0.66667,0,0.8,0.047619,0.44565,0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.45738,1
0.85714,0.14286,0.66667,0,0,1,1,0.5,1,0,1,0,1,0.095238,0.88043,0.020408,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45774,1
0.57143,0.28571,0.66667,0.6,0.6,1,1,0.8,0.83333,0.25,0,0,0.8,0,0.40217,0.66327,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45774,1
0.42857,0.28571,0,0.6,0.6,1,1,0.8,0.83333,0,0.83333,0,1,0.047619,0.6413,0.010204,0.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45776,0
0.57143,0.28571,0.33333,0.3,0.3,1,0,1,0.83333,0,0,0,1,0.047619,0.32609,0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45817,0
0.57143,0.42857,0.66667,0.3,0.2,0,1,1,0.83333,0.25,0.33333,0,1,0,0.31522,0.66327,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45819,1
0.85714,0.14286,0.33333,0.5,0.5,1,0,0.8,0.66667,0.75,1,0,1,0.047619,0.52174,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45819,0
0.42857,0.14286,0.33333,0.5,0.5,1,1,0.8,0.66667,0,1,0,1,0,0.68478,0.66327,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45819,0
0.42857,0.42857,0.33333,0.7,0.7,1,1,0.9,0.16667,0.5,1,0,1,0.095238,0.53261,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45821,0
0.14286,0.28571,0.33333,0.5,0.5,0,1,0.7,1,0.75,1,0,1,0,0.75,0.66327,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45826,0
0.28571,0.14286,0.66667,0.5,0.4,1,1,0.8,0.83333,0,0,0,1,0,0.58696,0.66327,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45828,1
1,0,0.66667,0.5,0.5,1,1,0.8,0.5,0,1,0,1,0.047619,0.46739,0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45828,1
0.14286,0.14286,0.66667,0.3,0.5,1,1,0.9,0.5,0,0.16667,0,1,0.14286,0.80435,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45828,1
1,0.14286,0.33333,0.5,0.5,1,1,0.8,0.83333,0.25,1,0,1,0.047619,0.45652,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45828,0
